Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
4027,Eva Cox,47,Female,Philadelphia,2026-03-22,300.0
4028,Eva Cook,27,Female,Cleveland,2025-10-13,196.0
4029,Amelia Carter,30,Female,Phoenix,2023-03-27,1039.0
4030,Aria Nelson,44,Female,Tampa,2024-03-12,658.25
4031,Piper Brown,44,Female,Dallas,2025-10-28,638.4
4032,Claire Morgan,33,Female,Austin,2024-08-06,1576.45
4033,Liam Young 2,43,Male,Dallas,2025-03-11,125.0
4034,Elias Stewart,33,Male,Los Angeles,2025-05-03,844.1
4035,Diana Ramos,42,Female,Los Angeles,2023-08-05,56.0
4036,Mason Roberts,27,Male,Baltimore,2024-03-18,4693.7
4037,Joseph Diaz,29,Male,San Antonio,2024-11-24,528.05
4038,Audrey Lopez,41,Female,Chicago,2026-05-22,423.75
4039,Adrian Adams,39,Male,Minneapolis,2026-05-08,128.0
4040,Isabella White,34,Female,Tampa,2024-12-13,300.0
4041,Harper Hernandez,41,Female,Detroit,2023-01-22,1216.7
4042,Cora Chavez 2,18,Female,Houston,2026-03-02,407.25
4043,Liam Jackson,38,Male,Chicago,2024-02-16,465.25
4044,Leah Ramirez,36,Female,Austin,2023-02-26,1967.6
4045,Alexander Morales,18,Male,Seattle,2026-01-12,633.5
4046,Ava Collins,34,Female,Philadelphia,2023-01-18,509.2
4047,Michael Martin,36,Male,Minneapolis,2025-10-18,45.0
4048,Layla Nelson 2,39,Female,Fort Worth,2025-02-12,4588.13
4049,Theo Hill,31,Male,Orlando,2025-09-02,1519.35
4050,Hazel Cooper,45,Female,Las Vegas,2024-05-03,516.6
4051,Zoe Martinez 3,37,Female,Minneapolis,2023-10-05,2505.1
4052,James Reyes,31,Male,Chicago,2024-02-15,723.05
4053,Addison Richardson,32,Female,Charlotte,2024-09-22,2130.6
4054,Sadie Carter,54,Female,Austin,2026-02-16,55.25
4055,Maverick Sanchez,29,Male,Cleveland,2023-04-15,720.45
4056,Samantha Morris,23,Female,Phoenix,2025-08-05,76.5
4057,Ivy Parker 2,36,Female,Baltimore,2026-04-25,240.0
4058,Aiden Mitchell,23,Male,Las Vegas,2024-03-11,733.85
4059,Theodore Cox,46,Male,Dallas,2025-02-03,251.0
4060,Eva Rogers,35,Female,Baltimore,2025-04-11,71.4
4061,Mateo Sanchez,18,Male,Philadelphia,2026-01-22,332.5
4062,Ava Campbell,44,Female,Austin,2024-09-23,600.0
4063,Gabriel Hill,26,Male,Seattle,2023-10-18,1658.1
4064,Luna Chavez,34,Female,Las Vegas,2023-12-17,2730.0
4065,Anthony Taylor,28,Male,Miami,2025-09-18,1732.5
4066,Jacob Howard 2,42,Male,Charlotte,2024-09-20,1375.75
4067,Violet Ramirez,54,Female,Portland,2025-12-31,370.8
4068,Wyatt Torres,21,Male,Austin,2025-10-20,315.0
4069,Landon Moore,18,Male,Miami,2026-02-27,864.5
4070,Daniel Allen 2,23,Male,New York,2025-08-08,336.85
4071,Evelyn Phillips 2,45,Female,Detroit,2025-11-19,984.9
4072,Nolan Scott,40,Male,San Antonio,2023-08-10,662.45
4073,Mason Martin,26,Male,New York,2026-02-25,45.0
4074,Sadie Kelly,35,Female,Austin,2023-06-09,1155.75
4075,Penelope Richardson,36,Female,Pittsburgh,2025-01-20,522.9
4076,Henry Hill,27,Male,San Antonio,2026-01-29,605.0
4077,Lydia Nguyen,27,Female,San Jose,2023-08-03,1302.25
4078,Chloe Hill 2,18,Female,Minneapolis,2023-12-28,278.0
4079,Lucy Morris,23,Female,Philadelphia,2026-07-05,48.0
4080,Elias Adams,37,Male,Dallas,2023-06-09,440.0
4081,Cora Nguyen,39,Female,Baltimore,2023-03-24,858.85
4082,Sadie Carter 2,32,Female,Fort Worth,2024-04-02,3117.15
4083,Dylan Edwards,24,Male,Los Angeles,2025-06-17,3126.15
4084,Logan Howard,52,Male,Denver,2024-08-25,2552.55
4085,Scarlett Rogers 2,41,Female,Miami,2023-02-20,1108.5
4086,Addison Campbell 2,44,Female,Minneapolis,2023-08-22,1602.5
4087,Samantha Bailey,38,Female,Boston,2023-08-24,801.75
4088,Caleb Ramirez,18,Male,Pittsburgh,2024-11-09,1047.7
4089,Mateo Young,49,Male,Miami,2024-01-14,746.75
4090,Emma Miller 2,36,Female,Phoenix,2023-05-19,31.5
4091,Lucas Gutierrez 2,26,Male,Denver,2023-08-09,588.5
4092,Carter Jones,25,Male,Boston,2026-01-05,46.5
4093,Aria Cox,23,Female,Chicago,2023-05-17,135.0
4094,Jacob Ortiz,34,Male,San Antonio,2024-12-22,843.12
4095,Alice Chavez,21,Female,Philadelphia,2025-03-25,22.5
4096,Elias Richardson,29,Male,Cleveland,2023-04-29,1921.5
4097,Ella Nguyen,50,Female,Minneapolis,2025-07-23,474.5
4098,Layla Thomas 2,30,Female,Atlanta,2024-03-18,1535.75
4099,Jackson Clark,28,Male,San Antonio,2026-01-30,437.38
4100,Caleb Flores,50,Male,Portland,2024-09-10,7824.2
4101,Aurora Lewis,35,Female,Austin,2025-04-16,848.45
4102,Ivy Nelson 2,40,Female,Minneapolis,2025-06-14,402.6
4103,Quinn Murphy 2,55,Female,San Diego,2025-03-28,2748.45
4104,Abigail Johnson,32,Female,Baltimore,2025-11-16,150.0
4105,Claire Johnson,28,Female,Los Angeles,2023-08-06,40.8
4106,Riley Cruz 2,31,Female,Dallas,2025-06-01,1298.0
4107,Eva Flores,31,Female,Pittsburgh,2026-05-10,25.0
4108,Nathan Ramirez,42,Male,Las Vegas,2023-12-20,1286.25
4109,Eli Morales,32,Male,Cleveland,2023-03-16,186.0
4110,Isaac Scott 2,22,Male,Seattle,2024-01-24,101.0
4111,Lily Lewis,46,Female,Orlando,2024-01-11,476.6
4112,Hannah Williams,36,Female,Chicago,2024-08-30,584.05
4113,Eli Torres,36,Male,Las Vegas,2026-01-19,55.0
4114,Riley Young,42,Female,Portland,2026-03-17,44.8
4115,Allison Kelly,36,Female,Los Angeles,2025-08-21,284.6
4116,Harper Ward,55,Female,Boston,2026-03-23,135.0
4117,Lucy Reed 3,26,Female,Nashville,2025-04-24,482.0
4118,Ruby Rivera,25,Female,Las Vegas,2024-12-07,784.3
4119,Carter Bailey 2,41,Male,Phoenix,2026-06-17,195.0
4120,Willow Morris 2,38,Female,Las Vegas,2025-09-24,313.5
4121,Emma Hall,23,Female,Boston,2026-04-16,96.0
4122,Maverick Perez,23,Male,Orlando,2025-10-17,175.0
4123,Caleb Evans 4,43,Male,Los Angeles,2023-08-26,1267.0
4124,Alice King 3,42,Female,Philadelphia,2025-12-15,842.25
4125,Jaxon Baker,39,Male,Pittsburgh,2025-04-28,54.0
4126,Anna Robinson,24,Female,Miami,2026-02-07,474.2
4127,William Robinson,45,Male,San Antonio,2025-07-28,433.75
4128,Landon Gutierrez,18,Male,Pittsburgh,2025-08-26,732.25
4129,Luna Young,37,Female,Orlando,2025-04-11,842.25
4130,Eva Jones,49,Female,Orlando,2023-05-05,1893.4
4131,Oliver Martinez,24,Male,Fort Worth,2024-06-04,2544.5
4132,Genesis Hall,38,Female,Columbus,2025-01-27,1639.25
4133,Adrian Murphy,20,Male,Seattle,2025-10-30,266.3
4134,Sofia King,18,Female,Fort Worth,2026-04-17,488.4
4135,Aaron Wilson,53,Male,Las Vegas,2025-10-26,988.6
4136,Sofia Roberts,18,Female,Cleveland,2023-10-01,853.75
4137,Aurora Bailey,41,Female,Houston,2023-05-25,2413.05
4138,Madison Young,20,Female,Austin,2025-08-08,631.25
4139,Sarah Lewis,28,Female,Las Vegas,2024-10-21,383.4
4140,Jonathan Gutierrez,20,Male,Charlotte,2025-08-30,1917.5
4141,Ivy Peterson 2,19,Female,Seattle,2024-09-04,184.0
4142,Sarah Hill,25,Female,Detroit,2024-08-26,487.5
4143,Emily Lee,25,Female,Fort Worth,2024-10-03,2540.5
4144,Nathan White,34,Male,Philadelphia,2024-08-30,1153.0
4145,Piper Walker,39,Female,Philadelphia,2026-03-16,28.0
4146,Sofia Collins,32,Female,Columbus,2026-03-07,19.2
4147,Ivy Carter 2,25,Female,Boston,2024-11-01,348.5
4148,Oliver Martinez 2,35,Male,Las Vegas,2024-04-26,245.0
4149,Samantha Gutierrez 2,37,Female,Philadelphia,2026-05-15,76.5
4150,Layla Clark 3,30,Female,Jacksonville,2026-07-07,25.0
4151,Wyatt Martinez 2,29,Male,Los Angeles,2025-12-10,64.0
4152,Chloe Flores 2,31,Female,New York,2024-01-23,322.0
4153,Julia Williams,32,Female,Cleveland,2024-01-04,3263.4
4154,Logan Allen 2,33,Male,San Antonio,2026-03-11,1261.5
4155,Wyatt Murphy,19,Male,Baltimore,2023-04-16,502.0
4156,Theodore Moore,28,Male,Minneapolis,2024-12-06,4908.62
4157,Julia Hernandez,34,Female,Jacksonville,2025-02-27,653.0
4158,Caleb Wright,18,Male,Los Angeles,2026-02-09,638.25
4159,Aaron Evans,43,Male,Detroit,2024-01-07,331.5
4160,Mateo Moore 2,29,Male,Denver,2026-06-09,492.0
4161,Leo Perez,29,Male,Detroit,2023-10-19,647.5
4162,Mia Kelly,34,Female,Phoenix,2024-05-04,4053.5
4163,Noah Carter,18,Male,Austin,2023-06-13,628.5
4164,Naomi Richardson,18,Female,Seattle,2023-06-28,1216.0
4165,Ivy Cox,21,Female,Nashville,2026-05-25,64.8
4166,Madison Gonzalez,24,Female,Boston,2026-06-25,63.0
4167,Mia King,44,Female,San Diego,2026-05-31,60.75
4168,Layla Young 2,23,Female,San Jose,2025-05-14,1639.75
4169,Victoria Morgan,20,Female,San Antonio,2025-03-23,1602.88
4170,Eli Jackson,24,Male,San Antonio,2025-12-31,100.0
4171,Jacob Bailey 2,21,Male,Houston,2025-01-24,32.0
4172,Eli Hill,37,Male,Tampa,2025-01-25,1571.0
4173,Owen Harris,26,Male,Miami,2026-03-17,725.25
4174,Cora Peterson,41,Female,Chicago,2023-05-30,490.0
4175,Brooklyn Reed,43,Female,Pittsburgh,2024-07-08,971.25
4176,Claire Ortiz,57,Female,Los Angeles,2025-01-20,2161.49
4177,Dylan Cook,29,Male,Philadelphia,2025-08-13,922.0
4178,Olivia Miller,37,Female,Boston,2025-03-22,150.0
4179,Lucas Wilson,40,Male,Nashville,2025-12-30,173.0
4180,Emily Hall,56,Female,San Jose,2026-01-19,349.5
4181,Leah Robinson,32,Female,Orlando,2025-10-15,646.82
4182,Eva Reed,47,Female,Philadelphia,2026-02-15,24.0
4183,Caleb Phillips 2,38,Male,Atlanta,2023-12-09,249.0
4184,Mason Cook 2,32,Male,Columbus,2023-05-26,727.5
4185,Cora Watson,34,Female,San Diego,2023-04-17,1190.25
4186,Joseph Kim,39,Male,Charlotte,2026-04-10,1030.0
4187,Evelyn Lopez,47,Female,Baltimore,2025-07-22,151.0
4188,Asher Brown,52,Male,Cleveland,2025-03-18,287.6
4189,Joseph Cooper,23,Male,Charlotte,2023-01-26,3597.68
4190,Jacob Martin,33,Male,Miami,2025-11-04,358.75
4191,Jack Turner,27,Male,San Jose,2023-07-01,2974.87
4192,Asher Ward,38,Male,Las Vegas,2026-06-16,185.75
4193,Daniel Martinez,26,Male,Fort Worth,2026-03-11,75.0
4194,Allison Reyes,40,Female,Dallas,2024-10-16,380.5
4195,Audrey Mitchell 2,38,Female,Nashville,2025-03-09,1226.4
4196,Gabriel Cooper,40,Male,Fort Worth,2026-04-08,45.0
4197,Leah Gonzalez,23,Female,Dallas,2024-12-17,2021.25
4198,Aurora Reyes 2,24,Female,Columbus,2023-03-31,659.55
4199,Layla Walker,54,Female,Detroit,2024-12-24,1711.75
4200,Hannah Nguyen,43,Female,Cleveland,2026-06-05,156.25
4201,Eva Clark,35,Female,Tampa,2024-10-04,1044.3
4202,Ella Morris 2,25,Female,Philadelphia,2025-05-29,539.0
4203,Layla Allen 2,38,Female,Orlando,2025-04-28,1807.65
4204,Lydia Rodriguez,41,Female,Seattle,2024-12-24,30.0
4205,Scarlett Young,26,Female,San Diego,2026-04-01,145.25
4206,Emily Allen,30,Female,Los Angeles,2023-12-04,167.95
4207,Brooklyn Jackson,38,Female,Fort Worth,2023-09-17,742.5
4208,Thomas Turner,18,Male,Portland,2025-08-06,50.0
4209,Samuel Richardson,27,Male,Pittsburgh,2026-04-03,281.0
4210,Lydia Rogers 2,38,Female,Chicago,2023-02-03,230.75
4211,Jacob Flores,27,Male,New York,2024-05-10,270.75
4212,Aria Brown,40,Female,Minneapolis,2024-03-03,1733.8
4213,Grace Flores,53,Female,Dallas,2024-12-03,2278.63
4214,Ruby Morris 2,20,Female,Phoenix,2025-01-24,1506.8
4215,Olivia Allen 2,42,Female,Los Angeles,2026-05-09,296.0
4216,Ivy Edwards,29,Female,Orlando,2023-06-20,2169.95
4217,Sadie Miller,23,Female,San Antonio,2026-04-22,160.0
4218,Lydia Thompson 2,35,Female,Atlanta,2023-03-09,1262.9
4219,Mason Rodriguez 2,31,Male,Fort Worth,2023-05-11,2698.0
4220,Cora Rivera,33,Female,Los Angeles,2025-03-28,478.0
4221,Theo Taylor,21,Male,Las Vegas,2026-02-13,705.0
4222,Thomas Howard 2,39,Male,Phoenix,2026-07-09,180.0
4223,Asher Baker,32,Male,Phoenix,2025-07-19,1360.33
4224,Alexander Gonzalez 2,25,Male,San Diego,2025-03-21,1404.55
4225,Genesis Williams,23,Female,Orlando,2025-01-16,764.75
4226,Joseph Reed,29,Male,San Antonio,2026-07-04,270.0
4227,Mia Perez,29,Female,Charlotte,2025-03-13,1211.95
4228,Jack Rogers,34,Male,Tampa,2024-01-06,4833.7
4229,Anthony Carter,33,Male,Cleveland,2026-06-13,71.4
4230,Maverick Baker,48,Male,Phoenix,2025-04-28,652.5
4231,Christian Cox,18,Male,San Diego,2025-03-24,1379.5
4232,Joseph Murphy,20,Male,San Jose,2024-05-29,1854.6
4233,Samantha Davis,37,Female,Phoenix,2025-04-09,2151.8
4234,Hunter Robinson,30,Male,Cleveland,2025-02-28,472.0
4235,Evelyn Bailey,22,Female,San Jose,2025-06-30,253.0
4236,Zoe Brooks,42,Female,Chicago,2026-05-28,25.5
4237,Jonathan Rodriguez,41,Male,New York,2026-03-20,365.0
4238,Lucy Taylor,44,Female,Seattle,2023-10-01,24.0
4239,Aiden Cox 2,34,Male,Tampa,2023-09-01,900.38
4240,Zoe Ward,42,Female,Chicago,2023-08-03,434.25
4241,Amelia Williams,54,Female,Tampa,2023-08-31,164.75
4242,Leo Lee,18,Male,Philadelphia,2024-07-06,1954.5
4243,Paisley Mitchell,28,Female,Chicago,2026-05-22,390.0
4244,Luna Baker,18,Female,Chicago,2024-06-29,437.5
4245,Anthony Johnson,39,Male,Seattle,2025-01-14,277.5
4246,Paisley Watson,43,Female,Detroit,2024-09-28,1802.3
4247,Mia Morris,23,Female,Houston,2025-03-09,439.5
4248,Natalie Nguyen,20,Female,Las Vegas,2024-04-13,2940.2
4249,Alice Reyes,29,Female,Fort Worth,2025-09-04,2042.37
4250,Hazel Green 2,50,Female,Charlotte,2025-01-29,367.0
4251,Lily Garcia,37,Female,Charlotte,2023-11-24,32.0
4252,Isabella Nguyen,37,Female,Nashville,2025-12-30,434.1
4253,Sadie Edwards,25,Female,Atlanta,2026-05-29,75.0
4254,Jonathan Ramirez,19,Male,Jacksonville,2025-12-10,558.8
4255,Riley Rivera,39,Female,Philadelphia,2023-01-31,854.0
4256,Leo Evans,27,Male,Charlotte,2026-04-18,197.5
4257,Layla Cruz,34,Female,Philadelphia,2026-06-15,28.0
4258,Nora King,18,Female,Austin,2025-08-20,582.0
4259,Grace Young,32,Female,Philadelphia,2025-08-26,435.5
4260,Diana Chavez,41,Female,Detroit,2025-05-10,445.5
4261,Alice Anderson 2,26,Female,Austin,2026-03-26,165.0
4262,Hunter Gutierrez,33,Male,Denver,2023-08-11,603.0
4263,Anthony Watson,33,Male,Atlanta,2024-02-29,205.0
4264,Sebastian Peterson 2,30,Male,San Jose,2025-07-30,898.7
4265,Caroline Cox,18,Female,Pittsburgh,2026-03-06,72.0
4266,Leah Adams,37,Female,Dallas,2025-02-08,869.0
4267,Maya Walker,33,Female,San Diego,2025-10-21,1403.15
4268,Sarah Young,34,Female,Chicago,2025-07-12,1287.75
4269,Mason Peterson 2,22,Male,Atlanta,2025-09-29,147.5
4270,Dylan Green,40,Male,Seattle,2025-12-15,669.5
4271,Jackson Peterson 2,40,Male,Fort Worth,2025-03-30,1317.63
4272,Owen White 2,39,Male,Las Vegas,2025-01-21,326.5
4273,Victoria Allen,46,Female,Dallas,2024-08-03,1500.45
4274,Paisley King,47,Female,San Antonio,2026-05-14,70.0
4275,Jacob Wilson,50,Male,Portland,2025-03-31,3062.95
4276,Lily Taylor,33,Female,San Diego,2024-07-08,774.6
4277,Audrey White,47,Female,Minneapolis,2023-09-12,2679.5
4278,Julian Taylor 3,46,Male,Tampa,2025-11-13,554.25
4279,Harper Campbell 2,25,Female,New York,2024-03-19,1230.8
4280,Anthony Gonzalez,31,Male,Austin,2024-12-20,135.0
4281,Naomi Sanchez,32,Female,Baltimore,2026-05-26,330.0
4282,Allison Anderson,32,Female,Fort Worth,2026-02-24,180.0
4283,Riley Brooks,33,Female,Atlanta,2026-02-22,380.0
4284,Piper Kelly,29,Female,Portland,2025-06-11,286.0
4285,Emma Garcia,18,Female,Pittsburgh,2024-07-09,1041.3
4286,Madison Parker,59,Female,Austin,2024-07-15,169.2
4287,James Jackson,28,Male,Phoenix,2025-10-31,598.0
4288,Madison Taylor,31,Female,Orlando,2024-08-17,398.0
4289,Daniel Green,39,Male,San Jose,2025-07-09,175.0
4290,Lucas Wright,35,Male,Dallas,2026-07-09,48.0
4291,Caroline Hernandez,18,Female,Columbus,2025-05-26,511.0
4292,Skylar Nelson,34,Female,Phoenix,2023-03-05,1362.25
4293,Gabriel Ward,41,Male,Austin,2025-05-25,426.25
4294,Ella Harris,38,Female,Chicago,2025-10-23,505.0
4295,Claire Green,18,Female,Tampa,2025-10-02,183.75
4296,Jonathan Ramos,28,Male,Pittsburgh,2025-09-29,210.5
4297,Ethan Wilson,57,Male,Columbus,2026-02-09,50.0
4298,Victoria Scott,40,Female,Houston,2024-11-28,139.08
4299,Theo Johnson,23,Male,Boston,2023-09-26,255.75
4300,Zoe Cox,36,Female,San Diego,2026-05-08,30.0
4301,Nora Harris,44,Female,New York,2025-10-14,460.0
4302,Scarlett Thompson,22,Female,Las Vegas,2026-03-24,881.5
4303,Caroline Johnson,18,Female,Orlando,2026-04-26,63.75
4304,Hazel Rodriguez,25,Female,Fort Worth,2025-11-12,682.1
4305,Ivy Hill,18,Female,San Jose,2023-08-18,938.0
4306,Ella Parker,20,Female,New York,2023-12-03,1450.65
4307,Aiden Cox 3,38,Male,Portland,2023-05-29,5259.65
4308,Jeremiah Allen,39,Male,San Diego,2023-02-05,4337.85
4309,Thomas Hernandez 2,39,Male,Nashville,2024-11-25,308.2
4310,Ellie Thomas,61,Female,Houston,2024-07-24,618.0
4311,Sarah Martin,41,Female,Columbus,2023-12-26,2837.1
4312,Sophie Torres 2,41,Female,Portland,2025-01-22,1381.75
4313,Ivy Campbell,41,Female,Seattle,2024-01-04,125.0
4314,Joseph Davis,31,Male,Philadelphia,2023-09-02,515.6
4315,Ava Stewart,40,Female,San Jose,2025-01-24,963.6
4316,Kinsley Williams,39,Female,Chicago,2026-02-15,110.0
4317,Samuel Flores,30,Male,Seattle,2025-07-25,567.0
4318,Mason Perez,25,Male,Phoenix,2025-07-17,189.6
4319,Hazel Cook,19,Female,Phoenix,2026-07-02,50.0
4320,Lucy Morgan,28,Female,Baltimore,2023-03-08,212.5
4321,Nathan Green,18,Male,San Diego,2024-08-02,529.6
4322,Michael Allen,24,Male,Boston,2025-12-18,79.0
4323,Jayden Cooper,34,Male,New York,2025-11-22,774.0
4324,Kennedy Howard,33,Female,Philadelphia,2023-09-28,2369.0
4325,Luna Cruz 2,20,Female,Las Vegas,2024-03-18,295.0
4326,Gabriel Howard 2,26,Male,Seattle,2024-10-22,524.5
4327,Eli Allen 2,22,Male,Boston,2024-04-16,404.25
4328,Leah Edwards,48,Female,Chicago,2024-07-28,838.45
4329,Grace Walker,20,Female,Atlanta,2024-08-30,214.5
4330,Maya Jackson 3,36,Female,Jacksonville,2023-05-09,88.0
4331,Aurora Williams 2,49,Female,Cleveland,2025-06-27,180.0
4332,Ellie Gonzalez,33,Female,Houston,2023-05-21,2436.0
4333,Aurora Ward,34,Female,Miami,2025-11-23,30.0
4334,Nora Johnson 2,30,Female,San Antonio,2025-08-22,436.75
4335,Eli Baker,35,Male,New York,2023-10-10,1413.75
4336,Eleanor Campbell 2,48,Female,Philadelphia,2025-10-06,168.0
4337,Evelyn Chavez 2,41,Female,San Diego,2025-12-17,280.0
4338,Thomas White,53,Male,Phoenix,2023-05-06,826.0
4339,Ava Reyes 2,51,Female,San Antonio,2023-03-27,522.0
4340,Genesis Edwards,50,Female,Cleveland,2023-02-17,763.45
4341,Brooklyn Johnson,43,Female,Columbus,2023-02-02,1376.4
4342,Zoe Lewis,52,Female,Columbus,2023-08-24,1193.0
4343,Nora Scott,44,Female,Cleveland,2026-01-16,145.0
4344,Landon Kim,24,Male,Philadelphia,2026-05-03,130.0
4345,Gabriel Peterson,27,Male,Orlando,2025-02-02,48.0
4346,Mason Adams,36,Male,Atlanta,2023-05-09,893.5
4347,Christian Brown,35,Male,Chicago,2023-06-21,2101.95
4348,Henry Moore,21,Male,Miami,2025-02-13,1005.2
4349,Hunter Thomas,23,Male,Orlando,2025-06-17,2606.5
4350,Sophie Harris,19,Female,Phoenix,2025-02-15,254.75
4351,Olivia Ortiz,46,Female,Chicago,2025-09-27,2590.4
4352,Naomi Gonzalez,40,Female,Phoenix,2023-07-10,332.88
4353,Noah Cruz,46,Male,Miami,2026-04-03,178.1
4354,Luke Martin,48,Male,Atlanta,2024-09-28,592.0
4355,James Nelson,43,Male,Los Angeles,2025-12-26,298.0
4356,Aaron Jones,33,Male,Baltimore,2026-01-01,516.0
4357,Charlie Lopez,39,Male,Chicago,2024-02-22,420.5
4358,Wyatt Wilson,20,Male,Portland,2026-05-07,133.0
4359,Sofia Lee,24,Female,Denver,2025-04-18,22.5
4360,Elias Hill,18,Male,Orlando,2023-03-01,1436.25
4361,Sadie Nguyen,40,Female,Minneapolis,2026-05-17,243.0
4362,Emma Adams,37,Female,Columbus,2024-08-26,1498.3
4363,Emma Ward,42,Female,Portland,2024-01-02,1081.95
4364,Addison Morgan,26,Female,Fort Worth,2023-04-04,1761.25
4365,Daniel Diaz,35,Male,Las Vegas,2023-06-07,45.0
4366,Luna Thompson,43,Female,Los Angeles,2025-06-03,1003.65
4367,Noah Chavez,34,Male,Detroit,2025-06-25,418.8
4368,Anthony Campbell 3,48,Male,Detroit,2024-07-29,439.25
4369,Nolan Cooper,33,Male,Houston,2023-02-18,3496.8
4370,Michael Cooper,37,Male,Denver,2023-11-07,803.0
4371,Michael Chavez,25,Male,Seattle,2026-06-17,719.25
4372,Violet Morgan,23,Female,San Antonio,2024-02-01,1135.5
4373,Mia Turner,49,Female,Detroit,2023-04-07,2789.0
4374,Thomas Thompson,40,Male,Las Vegas,2025-12-03,320.0
4375,John Flores,18,Male,Jacksonville,2023-05-24,962.0
4376,Hunter Cooper,42,Male,Minneapolis,2024-10-29,1144.63
4377,Ruby Miller 2,44,Female,Jacksonville,2025-04-02,242.45
4378,Jacob Hill,32,Male,Fort Worth,2024-08-28,697.75
4379,Thomas Carter,26,Male,Pittsburgh,2024-01-14,1612.45
4380,Lincoln Lopez 2,60,Male,Tampa,2025-04-14,430.8
4381,Paisley Ortiz 2,18,Female,Minneapolis,2026-03-20,898.25
4382,Abigail Carter,33,Female,Denver,2024-01-21,240.0
4383,Claire Baker,20,Female,Las Vegas,2024-11-26,726.0
4384,Noah Hill,23,Male,Baltimore,2024-09-14,685.5
4385,Ellie Lewis,21,Female,Dallas,2024-02-26,552.6
4386,Eli Taylor,50,Male,Phoenix,2025-02-07,882.75
4387,James Wilson 2,18,Male,Houston,2025-07-29,212.0
4388,Gabriel Clark,38,Male,Las Vegas,2023-03-04,2781.3
4389,Stella Jackson 2,37,Female,Baltimore,2025-04-26,200.0
4390,Isabella Lopez,56,Female,Denver,2025-11-11,1008.5
4391,Layla Phillips 3,46,Female,Atlanta,2024-06-10,1177.75
4392,Landon Williams,19,Male,Orlando,2023-04-23,1061.75
4393,Sofia Cox,38,Female,Detroit,2024-03-05,2969.65
4394,Diana Allen,37,Female,Portland,2025-05-04,325.0
4395,Michael Nguyen,57,Male,Pittsburgh,2025-11-01,1058.25
4396,Stella Evans,28,Female,Phoenix,2026-03-06,834.5
4397,Oliver Green,44,Male,Nashville,2026-03-16,524.8
4398,Paisley Robinson 2,22,Female,Austin,2023-10-24,6124.18
4399,Theo Jackson,42,Male,San Antonio,2025-06-26,150.0
4400,Julian Martin,49,Male,Austin,2023-09-12,6442.83
4401,Isabella Gonzalez,33,Female,Phoenix,2023-02-03,1529.15
4402,Caroline Miller 2,18,Female,Minneapolis,2025-11-23,191.25
4403,Daniel Rogers,51,Male,Denver,2025-07-11,442.0
4404,Henry Moore 2,30,Male,Los Angeles,2026-04-08,1258.5
4405,Connor Rodriguez,18,Male,Chicago,2025-01-23,3831.75
4406,Elias Jones,48,Male,Chicago,2025-12-28,780.0
4407,Stella Wilson,33,Female,Los Angeles,2026-02-19,788.5
4408,Julian Reed,44,Male,Seattle,2023-11-15,416.75
4409,Carter Cruz,38,Male,Denver,2025-12-02,364.0
4410,Sebastian Miller,39,Male,Boston,2023-06-26,673.05
4411,Ivy Reyes,35,Female,Pittsburgh,2025-05-10,2724.75
4412,Landon Cooper,55,Male,San Diego,2023-02-08,2278.0
4413,Anthony Taylor 2,18,Male,Detroit,2024-01-05,3021.75
4414,Julian Carter,39,Male,Chicago,2025-10-22,1520.25
4415,Sebastian Ramos,68,Male,Nashville,2023-01-23,276.0
4416,Aiden Ward,33,Male,Portland,2025-11-19,309.0
4417,Brooklyn Hill,35,Female,Las Vegas,2025-12-01,115.0
4418,Hunter Stewart 3,18,Male,Phoenix,2023-10-20,857.0
4419,Jacob Kim,34,Male,Houston,2026-06-11,35.0
4420,Lydia Green 2,43,Female,Baltimore,2026-03-06,90.0
4421,Hannah Sanchez,36,Female,Minneapolis,2024-04-06,765.65
4422,Allison Turner,26,Female,Los Angeles,2026-06-16,27.0
4423,Eva Kelly,47,Female,Cleveland,2025-06-19,664.8
4424,Maya White 2,46,Female,Atlanta,2025-04-16,1874.0
4425,Natalie Nelson 2,28,Female,Denver,2025-11-05,957.5
4426,Eva Nguyen 2,40,Female,Columbus,2026-05-09,90.0
4427,Henry Martin 2,31,Male,Tampa,2025-10-12,51.2
4428,Theodore Turner,35,Male,Las Vegas,2025-05-22,1122.9
4429,Audrey Gonzalez,25,Female,Chicago,2025-06-08,606.25
4430,Jackson Williams,41,Male,Houston,2026-03-16,48.0
4431,Jaxon Martin,30,Male,Pittsburgh,2026-03-15,246.0
4432,Michael Sanchez,43,Male,Phoenix,2025-06-20,1022.75
4433,Luna Ortiz,46,Female,Philadelphia,2024-05-08,1329.1
4434,Natalie Johnson 2,18,Female,Columbus,2024-04-13,850.3
4435,Adrian Phillips 2,43,Male,Denver,2023-02-13,450.0
4436,Amelia Sanchez,18,Female,Orlando,2025-05-04,416.5
4437,Liam Martinez,31,Male,Portland,2024-09-12,387.62
4438,Hunter Nelson,30,Male,Philadelphia,2023-08-20,497.4
4439,Luke Clark,24,Male,Los Angeles,2026-06-09,30.0
4440,Mateo Torres,21,Male,Charlotte,2024-05-06,3808.37
4441,Skylar Evans,28,Female,Fort Worth,2024-01-30,937.22
4442,John Moore,35,Male,Boston,2025-05-12,381.25
4443,Maverick Cook,56,Male,Philadelphia,2026-03-27,30.0
